Twitter Handle,Twitter ID,Full Name,Person/Company,Number of followers,Number of friends,Number of total tweets,Description,Location (raw),Profile Image URL,Insider Score,Listening,Emergence Score,Age of account (days),Tweets per day,First Name,Last Name,Location (continent),Location (country),Location (region),Location (sub_region),Related Website,Insider Blogs,StackOverflow,Instagram,Pinterest,YouTube,Google+,SlideShare,LinkedIn,Quora,AngelList,Facebook,Community Id,Community Name,Facebook ID
jayofsag,2467930524,Jay Johnson,person,118,40,269,CEO of @SoftwareAG North America & Member of Group Executive Board; focused on powering the Digital Enterprise through real-time data analytics,"Reston, VA",http://pbs.twimg.com/profile_images/460807120976228353/IAt7BeZQ_normal.jpeg,2,3,0.004374318,468,0,Jay,Johnson,North America,United States of America,Virginia,,http://www.softwareag.com/us/,http://feeds.feedburner.com/CompanyPressReleasesSoftwareAg?format=xml,,,,,,,http://www.linkedin.com/in/pub/jay-johnson/b/230/b7a,,,,3,,
ConnectCust,3235653636,ConnectCust,company,18,22,43,ConnectCust - The Impeccable Solution for your Customer Engagement. Dream product for Retail Marketers. #predictiveanalytics #bigdata #analytics,"New Jersey, USA",http://pbs.twimg.com/profile_images/607279258717724672/XpOsYYMU_normal.jpg,2,3,0.035927888,67,0,,ConnectCust,North America,United States of America,New Jersey,,http://www.connectcust.com,,,,,,,,,,,,4,,
promptbigdata,3214149971,PromptEngineering,company,68,135,550,Architectural & Application Design Services.  Get a FREE quote:  (480) 269.6809 sales@prompt.engineering,Phoenix | Tucson | Boston,http://pbs.twimg.com/profile_images/626163698428571648/654Lbz3u_normal.jpg,2,2,0.021464836,104,5,,PromptEngineering,North America,United States of America,Massachusetts,Boston,http://prompt.engineering/,http://prompt.engineering/feed/,,,,,,,http://pk.linkedin.com/pub/mohsin-yousaf/14/421/783,,,,4,,
cassandradb_sf,1658495005,Datastax C* SF Users,company,134,11,100,"We are a meetup bringing together people distributed across the Bay Area to talk about our favorite NoSQL implementation, Apache Cassandra.","San Francisco, CA",http://pbs.twimg.com/profile_images/378800000266217122/f6af56247c5fa56187fdd16a555781b3_normal.jpeg,2,2,0.00278143,730,0,,Users,North America,United States of America,California,San Francisco,http://www.meetup.com/CassandraSF/,,,,,,,,http://vn.linkedin.com/in/stevenmoody,,,,2,,
VoltDB_Partners,2865849645,VoltDB Partners,company,41,71,45,Focusing on the ingestion and capture of data for high speed applicatoins,"Cambridge, MA",http://pbs.twimg.com/profile_images/554706874180714496/xPoVL1r0_normal.jpeg,2,4,0.007570667,275,0,,Partners,North America,United States of America,Massachusetts,Cambridge,,,,,,,,,,,,,3,,
DebraAWalton,2394927998,Debra Walton ,person,983,277,1007,"Chief Content Officer for Thomson Reuters. Tackling #Bigdata, passionate leader, #humanitarian and a golf/sail addict in between. Views expressed are my own.",New York,http://pbs.twimg.com/profile_images/560112731781492736/9w4WLSPr_normal.jpeg,2,1,0.004007364,510,1,Debra,Walton,North America,United States of America,New York,,http://thomsonreuters.com,,,,,,,,http://www.linkedin.com/in/pub/debra-walton/3/107/76a,,,,3,,
BlueHillBI,2180310462,Blue Hill BI,company,40,167,28,"Current research for business intelligence, data visualization, predictive analytics, big data, and corporate performance management. BI@BlueHillResearch.com",Boston,http://pbs.twimg.com/profile_images/378800000707520070/ec189467ee4ac96c92acae27b4fbdb1d_normal.jpeg,2,27,0.003178509,640,0,,BI,North America,United States of America,Massachusetts,Boston,http://www.bluehillresearch.com,http://bluehillresearch.com/feed/,,,,,,,http://www.linkedin.com/in/stevenburns22,,,,1,,
cyb3rchick,3131558565,Heather Stevens,person,46,82,174,ex-startup-er. product management. #cybersecurity. #analytics. #bigdata. #running. #eating. if you can find my personal blog you can cyberstalk like a boss.,"Washington, DC",http://pbs.twimg.com/profile_images/584022241224085504/hefHjile_normal.png,2,5,0.017054838,129,1,Heather,Stevens,North America,United States of America,District of Columbia,Washington,,,,,,,,,http://www.linkedin.com/in/heatherstevens,,,,3,,
TecceJohn,2347731900,John Tecce,person,143,441,1268,@EMCcorp Manager in Central PA. @penn_state @SmealCollege alum. @GoPSUsports fan.,Central PA,http://pbs.twimg.com/profile_images/435233058883510272/g-9xG7y8_normal.jpeg,2,13,0.003789401,539,2,John,Tecce,North America,United States of America,Pennsylvania,Central,http://www.linkedin.com/in/johntecce/,,,,,,,,http://www.linkedin.com/in/johntecce,,,,3,,
Seshness,16145518,Seshadri Mahalingam,company,623,1705,2162,Software Engineer at @Trifacta. Frequently a photographer of squirrels.,"San Francisco, CA, U.S.A.",http://pbs.twimg.com/profile_images/481226236773941249/um1nSeT5_normal.jpeg,2,26,0.000794221,2529,0,,Mahalingam,North America,United States of America,California,San Francisco,http://twitter.com/seshness,,,,,,https://plus.google.com/103317234081489786243,,http://www.linkedin.com/in/seshness,http://www.quora.com/seshadri-mahalingam,,http://www.facebook.com/1389255067969341,2,,
shelteredlives,2907305663,Lucia Diaz,person,414,176,3210,"Covering unusual things, startup deals, acquisitions, valuations.  Tech and more.",NY,http://pbs.twimg.com/profile_images/543239707048415232/xfcySk2d_normal.jpeg,2,4,0.008486734,247,12,Lucia,Diaz,North America,United States of America,New York,,,,,,,,,,https://www.linkedin.com/pub/lucia-d%C3%ACaz/25/509/966,,,,3,,
neilhalloran,80201928,Neil Halloran,person,3870,226,185,Data visualization + documentary filmmaking. Creator of http://t.co/HYaeEdUIfu & http://t.co/bAPjcRaNRf. Developer / co-owner at http://t.co/B5BHcaExXt. Dad.,"Philadelphia, PA",http://pbs.twimg.com/profile_images/559386934930186240/z1CamhxY_normal.jpeg,2,3,0.000942181,2134,0,Neil,Halloran,North America,United States of America,Pennsylvania,Philadelphia,http://neilhalloran.com,,,,,,,,http://uk.linkedin.com/in/neilcharlesarmstrong,,,,2,,
raj_devex,49118928,Raj Kumar,company,1460,50,164,"Devex's President & Editor-in-Chief. Globe-trotter, political junkie, honorary Cartagenero, ethnic foodie & unlucky angler.  Luckier in love: @MariaTeresa1","Washington, DC",http://pbs.twimg.com/profile_images/378800000530078257/ea71f145b28813b0ac47ef27d1eb26f9_normal.jpeg,2,0,0.000896863,2241,0,,Kumar,North America,United States of America,District of Columbia,Washington,http://www.devex.com,,,,,,https://plus.google.com/102697070293516923961,,http://www.linkedin.com/in/rajdevex,,http://www.angellist.com/561648,http://www.facebook.com/680996787,3,,
AshishTrehan4,3239033182,Ashish Trehan,company,51,222,19,Big Data and Advanced Analytics background in Economics,"Atlanta, GA",http://pbs.twimg.com/profile_images/606532321941024770/BNQqeXwT_normal.jpg,2,7,0.023740509,96,0,,Trehan,North America,United States of America,Georgia,Atlanta,,,,,,,,,,,,,2,,
joncbates,1962931200,Jon Bates,person,29,88,7,"Data scientist, entrepreneur, programmer, 
pragmatic researcher of uncertainty","Boulder, CO",http://pbs.twimg.com/profile_images/378800000699686287/a208a602c1e31737eef03d4c21bfa9dd_normal.jpeg,2,8,0.003066606,663,0,Jon,Bates,North America,United States of America,Colorado,,,,,,http://www.pinterest.com/jonathanbates50,,,,,,,http://www.facebook.com/jonathanbates5074,2,,
ERPStalker,2884630667,Jerry Jimenez,person,41,100,254,"Enterprise Technology Services - ERP, CRM & BI CONSULTANTS AVAILABLE HERE",USA,http://abs.twimg.com/sticky/default_profile_images/default_profile_2_normal.png,2,6,0.007934944,263,0,Jerry,Jimenez,North America,United States of America,,,http://www.rht.com,,,,,,,,http://www.linkedin.com/in/geraldine-jimenez/94/283/250,,,,1,,
TulipaTech,2810599842,Tulipa Technologies,company,25,59,37,"Professional consulting services: Big Data, Data Warehouse & BI; IT Strategy, Architecture & Business Transformation; IT Service Management & Governance","Palo Alto, CA",http://pbs.twimg.com/profile_images/515594644982222848/wAuHKrUg_normal.jpeg,2,6,0.006295403,329,0,,Technologies,North America,United States of America,California,,http://www.tulipatech.com,,,,,,,,,,,,3,,
ianrswanson,3105053274,Ian Swanson,person,52,157,17,CEO & Founder DataScience,"Culver City, CA",http://pbs.twimg.com/profile_images/580045084793540608/b-QAF0Vs_normal.jpg,2,5,0.015603043,139,0,Ian,Swanson,North America,United States of America,California,,http://datascience.com,,,,,,,,http://www.linkedin.com/in/ianswanson,,http://www.angellist.com/45988,,2,,
ControlPanelLA,2205822722,ControlPanel LA,company,280,138,279,"We're busting open the doors to LA's finances, one dataset at a time. This profile is run by a data nerd in the Controller's Office.","Los Angeles, CA",http://pbs.twimg.com/profile_images/542402960274100227/B6YWLrb3_normal.png,2,2,0.003247424,627,0,,LA,North America,United States of America,California,Los Angeles,http://controlpanel.la,,,,,,,,http://fr.linkedin.com/pub/christophe-chevalier/a/83/25,,,,2,,
gamingfordev,3051555062,GRID,company,327,688,803,"GRID:Gaming Revolution 4 International Development!We tigger social dialogue,raise awareness & inspire behaviour change with digital games.Founder @mariamnusrat",Washington DC,http://pbs.twimg.com/profile_images/571843854334222336/whM98IFv_normal.jpeg,2,10,0.013261619,162,4,,GRID,North America,United States of America,District of Columbia,Washington,http://gamingfordev.com,,,,,,,,http://no.linkedin.com/pub/steven-lutz/5/927/11b,,,,4,,
caldhubaib,2873314151,Cal Al-Dhubaib,person,74,124,115,"Healthcare data scientist and entrepreneur. Founder of Triple Analytics. Naive enough to try fixing healthcare, interested in big data solutions and chocolate.",Cleveland,http://pbs.twimg.com/profile_images/532969574216372224/pJxqwmle_normal.jpeg,2,4,0.007701067,271,0,Cal,Al-Dhubaib,North America,United States of America,Ohio,Cleveland,http://www.linkedin.com/in/dhubaib,,,,,,,,http://www.linkedin.com/in/dhubaib,,,,4,,
GilliGlassanos,2422217616,Gillian Glassanos,person,91,166,153,"Customer Experience Professional interested in all things Cloud, Big Data and Trust. #EMC #BigData 
#CustomerExperience","Franklin, MA",http://pbs.twimg.com/profile_images/457274166870548480/BKgQ3BkN_normal.jpeg,2,5,0.004130093,496,0,Gillian,Glassanos,North America,United States of America,Massachusetts,,,,,,,,,,http://de.linkedin.com/pub/chris-cardinal/74/728/37b,,,,3,,
BigBrainContent,2994867037,Hogarth Seacat,company,50,115,129,"Official Twitter account for Big Brain Content. We do social media, so you don't have to.","El Segundo, California",http://pbs.twimg.com/profile_images/561206239988678658/Fbx3Y6AV_normal.jpeg,2,3,0.010742236,197,0,,Seacat,North America,United States of America,California,Los Angeles,http://BigBrainContent.com,,,,,,,,https://www.linkedin.com/pub/peter-modaffari/a/463/b60,,,,4,,
zainasgar,92145319,Zain Asgar,person,49,94,13,Senior Software Engineer @ Trifacta,"Stanford, CA",http://pbs.twimg.com/profile_images/378800000833397090/a88b667b076ff74fbc1c9c7e09fa6526_normal.jpeg,2,9,0.000964372,2085,0,Zain,Asgar,North America,United States of America,California,,http://www.zasgar.net,,,,,,,,http://www.linkedin.com/in/zasgar,,,http://www.facebook.com/223315,2,,
blikkhq,2792377849,Blikk,company,38,393,192,"We find and structure data on the web. Tweet stuff about big data, open data, data startups and data trends.","San Francisco, CA",http://pbs.twimg.com/profile_images/538638312991240193/xFUKi4jm_normal.png,2,55,0.006113416,338,0,,Blikk,North America,United States of America,California,San Francisco,http://blikk.co/en,,,,,,,,,,,,1,,
hcquant,2439081680,Health Quantified,company,28,7,20,Quantifying health and wellness. Documenting Medicare data release & more #healthdata #hcsm #hcquant #hdpalooza #bigdata #opendata #cmsdata,Silicon Valley,http://pbs.twimg.com/profile_images/454777830602465280/uusO1GoW_normal.jpeg,2,1,0.004219456,485,0,,Quantified,North America,United States of America,New Mexico,San Jose,,,,,,,,,https://www.linkedin.com/in/rachelkalmar,,,,2,,
MihirSF,3011766998,Mihir Shah,company,44,103,76,CEO Drobo / Angel Investor / Startup Advisor / Football Fan,San Francisco,http://pbs.twimg.com/profile_images/585140404292489216/IfcmjGZB_normal.jpg,2,3,0.011569347,184,0,,Shah,North America,United States of America,California,San Francisco,,,,,,,,,,,,,4,,
VentureCenter,1711166329,VentureCenter,company,1125,620,2264,Creating real economic impact by building viable startup businesses #TheVC #ARisTech #ARidea,Little Rock,http://pbs.twimg.com/profile_images/565216383282061312/XKeCAE0l_normal.png,2,3,0.002861499,710,3,,VentureCenter,North America,United States of America,Arkansas,Little Rock,http://www.VentureCenter.co,,,,,,,,http://www.linkedin.com/in/alese,,,http://www.facebook.com/ArkansasVentureCenter,4,,
DataElite,1634275638,Data-Elite,company,260,77,19,"The Future of Big Data, Now","San Francisco, CA",http://pbs.twimg.com/profile_images/378800000217572365/7f6bc16d98a94f78c7098988e016a514_normal.jpeg,2,3,0.002744279,740,0,,Data-Elite,North America,United States of America,California,San Francisco,http://www.dataeliteventures.com,http://www.dataeliteventures.com/feed/,,,,,,,http://www.linkedin.com/pub/san-francisco-ca-moving-company/16/a14/958,,,,2,,
tpiros,1698969272,Tamas Piros,company,399,377,3460,"Web advocate, teacher & preacher of super-heroic web technologies. Founder of @trainingstack, owns @meanstacklondon and trains @MarkLogic. Also plays #waterpolo","Planet Earth, I think.",http://pbs.twimg.com/profile_images/496582532310126592/ztzpnnYZ_normal.jpeg,2,3,0.002843389,715,4,,Piros,North America,United States of America,Nevada,Black Rock City,http://me.tamas.io,,,,,,,,http://www.linkedin.com/in/tamaspiros,,,,3,,
OracleSnap,3159935726,Mark Johnson,person,23,44,14,Helping governments use the cloud and Big Data to improve citizen service and lower costs.  All opinions here are only mine...of course!,"Washington, DC",http://pbs.twimg.com/profile_images/588733669281378304/ti6IjPQd_normal.jpg,2,9,0.019191515,115,0,Mark,Johnson,North America,United States of America,District of Columbia,Washington,,,,,,,,,http://uk.linkedin.com/pub/mark-bullock/53/bb9/937,,,,3,,
TELP_IoT,3015567121,IoT News & Reviews,company,157,481,117,News & Reviews of Internet of Things #IoT #M2M #Wearables #3Dprinting #robotics #Startups #graphene,USA,http://pbs.twimg.com/profile_images/564870912453783552/W3ygDnaS_normal.jpeg,2,7,0.011761012,181,0,,Reviews,North America,United States of America,,,,,,,,,,,https://www.linkedin.com/pub/lisa-smart/36/19b/708,,,,3,,
hkm256,3194732233,Harish Manmathan,company,33,146,169,"Biochemist and Bioinformatics Enthusiast- Curious by nature, Loves a challenge. Study wheat @ Colorado State University.","Fort Collins, CO",http://pbs.twimg.com/profile_images/598596357784375297/7UIArewu_normal.jpg,2,6,0.025977431,88,1,,Manmathan,North America,United States of America,Colorado,,https://hmanmathan.wordpress.com,https://hmanmathan.wordpress.com/feed/,,,,,,,,,,,2,,
AshvinNa,2469757406,Ashvin Naik,company,86,88,464,"Technologist, Marketer, Entrepreneur. Big data, Cloud and Apps.",Seattle WA,http://pbs.twimg.com/profile_images/461226001045803008/aY3ssdfC_normal.jpeg,2,14,0.004385338,467,0,,Naik,North America,United States of America,Washington,Seattle,,,,,,,,,,,,,1,,
EHRIntuitive,2914579342,Intuitive Solutions,company,63,101,1556,We provide healthcare and technology solutions while combining the most effective and affordable product & services into one solution!,"Oakbrook Terrace, IL",http://pbs.twimg.com/profile_images/542807266164887554/7QwjKpgH_normal.jpeg,2,1,0.008660383,242,6,,Solutions,North America,United States of America,Illinois,,http://Intuitive.Solutions,http://intuitive.solutions/feed/,,,,,,,https://www.linkedin.com/pub/tayyab-yunus/b/88/21a,,,,3,,
netregex,3129376990,.NET Regex Tester,company,1470,180,1453,Online .Net #regex tester. Please visit website: http://t.co/Tthb7d0p7Q #csharp #vb.net #development,USA,http://pbs.twimg.com/profile_images/582574161568010240/HoSzhyjW_normal.png,2,3,0.016501511,132,11,,Tester,North America,United States of America,,,http://www.systemtextregularexpressions.com/,,,,,,,,https://www.linkedin.com/in/regular,,,,4,,
ulasbar,212323033,Ulas Bardak,company,151,77,778,"CDO @ Whisper. Fan of applying all kinds of research to practical problems, and finding ways to use data in order to get companies to perform at their best.","Los Angeles, CA",http://pbs.twimg.com/profile_images/546452900537315328/YBlj_LZv_normal.jpeg,2,3,0.001158035,1738,0,,Bardak,North America,United States of America,California,Los Angeles,,,,,,,,,,,,,2,,
lizgross144,14506906,Liz Gross,person,3221,692,46749,Social media & data analysis in higher ed. eBook http://t.co/LBcgirElfP. Trying to get fit (http://t.co/8hjA6vd7zZ) & travel the world (http://t.co/bhvhjlNprQ).,"Oconomowoc, WI",http://pbs.twimg.com/profile_images/534116724514119680/klJF8y9E_normal.jpeg,2,3,0.000753956,2664,17,Liz,Gross,North America,United States of America,Wisconsin,,http://lizgross.net,http://lizgross.net/feed/,,,http://www.pinterest.com/lizgross144,,https://plus.google.com/102944189768490958301,,http://www.linkedin.com/in/lizgross,,,http://www.facebook.com/20307254,1,,
tickto,2884571701,Tickto,company,122,273,447,"Tickto enables Retailers with in-store Analytics; measures, collects, analyze and reports : Retail Analytics | Proximity Marketing | Big Data | IoT","Sunnyvale, California",http://pbs.twimg.com/profile_images/580970260850827265/aC3e2krS_normal.png,2,5,0.0073655,283,1,,Tickto,North America,United States of America,California,Los Angeles,http://tickto.com/,http://tickto.com/feed/,,,,,,,https://www.linkedin.com/in/tickto,,,,4,,
EidoSearch,2445827372,EidoSearch,company,312,501,236,On the data-driven edge.  Analyzing patterns in Big Data to generate predictions and statistical probabilities with no models necessary. Projections and ideas.,New York | Boston | Toronto,http://pbs.twimg.com/profile_images/603217287974232064/3FW0JvtQ_normal.png,2,5,0.00425452,481,0,,EidoSearch,North America,United States of America,New York,,http://www.eidosearch.com,http://www.eidosearch.com/feed/,,,,,,,http://cn.linkedin.com/in/huizha,,,,3,,
MarkLochbihler,2329574148,Mark Lochbihler,person,71,218,153,Futbol and Big Data Enthusiast! With Partner Engineering team at Hortonworks.  Comments my own.,"Cherry Hill, NJ",http://pbs.twimg.com/profile_images/431233539330150400/-sFAM0W8_normal.jpeg,2,27,0.003711695,550,0,Mark,Lochbihler,North America,United States of America,New Jersey,,,,,,,,,,,,,,1,,
devlaps,2178886940,David Lapsley,person,155,281,655,"Python, OpenStack, Big Data.",LA,http://pbs.twimg.com/profile_images/532404202509578240/RwTV8Vmo_normal.jpeg,2,4,0.003174899,641,1,David,Lapsley,North America,United States of America,California,Los Angeles,,,,,,,,,http://www.linkedin.com/in/davidlapsley,,,,4,,
coreitx,3167738742,Core IT,company,18,111,109,"CoreIT Pioneer in IT services, consulting, and outsourcing solutions.","Brooklyn, NY",http://pbs.twimg.com/profile_images/592704176901267456/0MuZ5TJd_normal.jpg,2,3,0.020387497,109,1,,IT,North America,United States of America,New York,,http://www.coreitx.com/,,,,,,,,,,,,3,,
Lyrallc,3044137210,Lyra,company,163,647,488,Telecommunication and Technology International Consulting.,"Miami, Fl",http://pbs.twimg.com/profile_images/567857083551199232/_xC8qkli_normal.jpeg,2,5,0.012359553,173,2,,Lyra,North America,United States of America,Florida,,,,,,,,,,http://pa.linkedin.com/pub/elizabeth-gaitan/57/586/92b,,,,4,,
AnithaRF,2346217892,anitha rao-frisch MD,company,281,227,226,"co-founder of @neurocern, dementia startup, board-certified geriatric-neurologist, predictive analytics, neuroscience, big data, alzheimers, aging",Chicago,http://pbs.twimg.com/profile_images/435061199995027456/VLE8qfMJ_normal.jpeg,2,3,0.00378294,540,0,,MD,North America,United States of America,Illinois,Chicago,http://www.neurocern.com,,,,,,,,http://www.linkedin.com/pub/anitha-rao-frisch-md/58/6a0/8b4,,,,3,,
ChrisFernelius,2870684820,Chris Fernelius,person,105,75,1080,Electronic Discovery Attorney and Managing Director of a Leading Litigation Knowledge Management and eDiscovery Company.,"Houston, TX",http://pbs.twimg.com/profile_images/524878427753435136/URONjsG4_normal.jpeg,2,0,0.007132343,292,3,Chris,Fernelius,North America,United States of America,Texas,Houston,http://bit.ly/LinkedIn-ChrisFernelius,,,,,,,,https://www.linkedin.com/pub/chris-fernelius/1/1a1/591,,,,3,,
ASC_Pittsburgh,3074792883,Ashley Stephens,person,160,702,228,"Ashley Stephens Consulting specializes in digital marketing and communications for nonprofits, political campaigns, and small business.","Pittsburgh, PA",http://pbs.twimg.com/profile_images/573840989774684162/Km7-EhWH_normal.jpeg,2,2,0.013764596,157,1,Ashley,Stephens,North America,United States of America,Pennsylvania,,http://www.ashleystephensconsulting.com,http://www.ashleystephensconsulting.com/feed/,,,,,,,http://www.linkedin.com/in/ashleyslyestephens,,,,4,,
JuliaVesilind,3044715203,Julia Vesilind,person,80,274,94,SAS Data Management Specialist.  Opinions are my own.,"Cary, NC",http://pbs.twimg.com/profile_images/568146460684718080/s2eRisXY_normal.jpeg,2,11,0.012421195,172,0,Julia,Vesilind,North America,United States of America,North Carolina,,http://www.sas.com/en_us/software/data-management.html,,,,,,,,http://www.linkedin.com/in/juliavesilind,,,,1,,
soltechcareers,3018469488,SolTech,company,210,1088,237,Super heroes for .Net/Java engineers.  Come fly with us. No stuffiness.  Feel free to bring your own cape. Don’t own one?  We have spares.,"Atlanta, GA",http://pbs.twimg.com/profile_images/566286941092466688/Wf7czti3_normal.png,2,6,0.012027046,178,1,,SolTech,North America,United States of America,Georgia,Atlanta,http://www.soltech.net,,,,,,,,,,,,3,,
NewFrontier420,3001959082,New Frontier,company,264,247,579,"New Frontier (Frontier Financials Group Inc.) A B2B online financial data collection, analysis and reporting service provider in the Cannabis industry.","Washington, DC ",http://pbs.twimg.com/profile_images/582551411839266816/uauuRmDe_normal.png,2,6,0.010926048,194,2,,Frontier,North America,United States of America,District of Columbia,Washington,http://www.frontierfinancials.com/,http://www.frontierfinancials.com/feed/,,,,,,,http://www.linkedin.com/in/newfrontier,,,,3,,
DIDEBook,3291857709,DIDE Book,company,334,224,284,"What the Tech Giants Won’t Tell You about How Robots, Big Data, and Algorithms Are Radically Remaking Your Future. By @AndrewVEdwards, June 2015",New York ,http://pbs.twimg.com/profile_images/601411120478363648/Xyklnr1y_normal.png,2,1,0.028567007,81,3,,Book,North America,United States of America,New York,,http://www.digitalisdestroyingeverything.com,http://www.digitalisdestroyingeverything.com/feed/,,,,,,,,,,,4,,
DCOPENGOV,1389542287,DCOPENGOV,company,573,495,422,"DC Open Gov Office enforces the Open Meetings Act, monitors DC agency compliance with the Freedom of Information Act.",District of Columbia  ,http://pbs.twimg.com/profile_images/560926896431448065/15cl0Iiq_normal.jpeg,2,2,0.002435171,833,0,,DCOPENGOV,North America,United States of America,District of Columbia,Washington,http://bega.dc.gov/,,,,,,,,,,,,3,,
CallieBabbitt,3006279801,Callie Babbitt,person,306,318,927,"Sustainability + Simplexity.  Research at RIT on life cycle assessment,  electric vehicles, lithium-ion batteries, nanomaterials, ewaste, eco-design.","Rochester, NY",http://pbs.twimg.com/profile_images/562309389260824577/lB0GUThM_normal.jpeg,2,2,0.011108933,191,4,Callie,Babbitt,North America,United States of America,New York,,https://www.researchgate.net/profile/Callie_Babbitt,,,,,,,,http://ar.linkedin.com/in/mefumagalli,,,,4,,
NeuLaw,1873954423,NeuLaw,company,379,310,462,"The Initiative on Neuroscience and Law at Baylor College of Medicine - researching neuroscience, crime and law using big data.
RTs ≠ endorsements.","Houston, TX",http://pbs.twimg.com/profile_images/436669577397678080/trG-L19R_normal.png,2,7,0.002937997,692,0,,NeuLaw,North America,United States of America,Texas,Houston,http://neulaw.org,http://neulaw.org/?format=feed&type=rss,,,,,,,,,,,2,,
Numeric_LLC,2980059389,Numeric Jobs,company,111,152,361,"Recognized for excellence in Analytics Staffing and Executive Recruitment, Numeric is well-known throughout the United States for providing niche talent.","Chadds Ford, PA",http://pbs.twimg.com/profile_images/555775042206711810/UdX7Zidp_normal.png,2,13,0.010248333,206,1,,Jobs,North America,United States of America,Pennsylvania,,http://numericjobs.com/,http://numericjobs.com/feed/,,,,,,,https://ae.linkedin.com/in/nabilbengholam,,,,3,,
BUTerrier21,1876237454,Ryan N. Driver,person,179,621,456,Data nerd @ EMC | DATA SCIENCE | BU Terrier | Python/RR Junkie | SpaceX | TESLA HUNGRY | Tinkerer | Chaos driven!,midwest-ATL-WestCoast,http://pbs.twimg.com/profile_images/487775658378948609/praU1pjJ_normal.jpeg,2,9,0.002940525,691,0,Ryan,Driver,North America,United States of America,Wyoming,Midwest,http://www.cloudnativeguru.com,http://cloudnativeguru.com/feed/,,,,,,,http://ca.linkedin.com/in/ryanlessard,,,,3,,
Linfluente_Edit,3021890331,Linfluente_Edit,company,588,922,7205,"#Tweets from Founder & Editor @Linfluente|Online Destination 4 Everything Digital, Luxury, Lifestyle towards Women in Digital|Women of Influence #Media #StartUp","Los Angeles, Via London|Paris",http://pbs.twimg.com/profile_images/575745892126486528/IEiqQrWx_normal.jpeg,2,3,0.011554902,184,39,,Linfluente_Edit,North America,United States of America,California,Los Angeles,,,,,,,,,https://www.linkedin.com/in/theinfluencemedia,,,,3,,
InouyeUSCIS,1702571186,Shin Inouye,company,5641,1468,4708,@USCIS Press Secretary & Advisor for Intergovernmental & External Affairs.  Former @WhiteHouse Director of Specialty Media as @Inouye44.  Tweets may be archived,"Washington, DC",http://pbs.twimg.com/profile_images/378800000365265267/08b7e39c63d080f278a280fef70d7f1f_normal.png,1,2,0.001424264,713,6,,Inouye,North America,United States of America,District of Columbia,Washington,http://uscis.gov,,,,,,,,http://www.linkedin.com/in/shin-inouye/3/a62/807,,,,3,,
miro_parizek,2925850204,miro_parizek,company,25,35,156,"International deal maker, interested in technology, Tech M&A, differences between European, US & Asian tech industry ecosystems","London, San Francisco",http://pbs.twimg.com/profile_images/545546728628170753/WLfZCSDB_normal.jpeg,1,0,0.004444581,236,0,,miro_parizek,North America,United States of America,California,San Francisco,http://hampletonpartners.com,,,,,,,,,,,,4,,
techjobsomaha,3256839400,"Tech Jobs Omaha, NE",company,380,1901,36,Matching the world's best IT talent to careers they can thrive in!,"Omaha, NE",http://pbs.twimg.com/profile_images/599459441860354048/03jVtp2r_normal.png,1,5,0.013290042,87,0,,NE,North America,United States of America,Nebraska,,,,,,,,,,,,,,3,,
MayorPantelides,2364318860,Mike Pantelides,person,1639,1137,2465,"136th Mayor of Annapolis, Maryland ~ Sailing Capital of America","Annapolis, MD",http://pbs.twimg.com/profile_images/453628546917744643/H12L731g_normal.jpeg,1,1,0.001933378,528,4,Mike,Pantelides,North America,United States of America,Maryland,,http://www.Annapolis.gov,,,,,,,,http://www.linkedin.com/in/pub/michael-pantelides/a/1b1/882,,,,4,,
Italy_Club,3236130190,Italy Club,company,377,1242,396,La #GrandeBellezza Italiana vía #SocialMedia,"Roma, Lazio and Worldwide",http://pbs.twimg.com/profile_images/596957726137307136/7tqcs3qi_normal.jpg,1,2,0.011733853,96,4,,Club,North America,United States of America,Texas,Roma,,,,,,,,,,,,,4,,
dr_josiah,139960061,Josiah Carlson,person,464,103,838,Just an applied theoretical computer scientist.,"Los Angeles, CA",http://pbs.twimg.com/profile_images/871889805/8919_798484408741_6015027_45137498_4018035_n_normal.jpg,1,0,0.000522829,1924,0,Josiah,Carlson,North America,United States of America,California,Los Angeles,http://www.dr-josiah.com/,https://www.blogger.com/feeds/8540221137227899134/posts/default,,,,http://youtube.com/user/futureundead,https://plus.google.com/116789976245745688459,,http://www.linkedin.com/in/josiahcarlson,,http://www.angellist.com/65647,http://www.facebook.com/6015027,2,,
Kris_Soundcloud,3385823932,Kris McNamara,person,292,1058,6,,Glasgow,http://pbs.twimg.com/profile_images/623463391416446976/-vGK8x1t_normal.png,1,4,0.119480562,20,0,Kris,McNamara,North America,United States of America,Pennsylvania,Glasgow,http://soundcloud.com/kris-mcnamara,,,,,,,,https://www.linkedin.com/pub/kim-tissington/67/a49/195,,,,3,,
EVTMedina,2994040189,Steve Medina,person,122,351,665,"Account Executive with proven success leading enterprise class solutions. Love all sports, baseball is my first love. Golf occupies the weekends as a duffer.","Simi Valley, CA",http://pbs.twimg.com/profile_images/576519541431267328/kfvXvGI__normal.jpg,1,4,0.005353083,198,3,Steve,Medina,North America,United States of America,California,,http://EVTCorp.com,,,,,,,,,,,,4,,
