,city,state_l,metro,revenue,url,industry,workers,rank,id,yrs_on_list,growth,state_s,company
2508,New York,New York,New York City,2218335,performance-of-a-lifetime,Business Products & Services,40,2524,37757,147.9847,1,NY,Performance of a Lifetime
2509,Chicago,Illinois,Chicago,2312451,10th-magnitude,IT Services,28,2525,37758,147.9415,1,IL,10th Magnitude
2510,Logan,Utah,"Logan, UT-ID",73856059,conservice-utility-management-billing,Real Estate,761,2526,1773,147.8474,8,UT,Conservice Utility Management & Billing
2511,McLean,Virginia,"Washington, DC",55288399,ldiscovery,Business Products & Services,232,2527,21655,147.8323,4,VA,LDiscovery
2512,Weymouth,Massachusetts,Boston,61521995,the-vertex-companies,Construction,304,2528,11421,147.8244,6,MA,The Vertex Companies
2513,Cincinnati,Ohio,Cincinnati,12380417,deanhouston,Advertising & Marketing,60,2529,22301,147.598,4,OH,DeanHouston
2514,Conshohocken,Pennsylvania,Philadelphia,7428988,think-brownstone,IT Services,52,2530,21863,147.4016,3,PA,Think Brownstone
2515,Rochester,New York,"Rochester, NY",3821911,capstone-information-technologies,IT Services,22,2531,5394,147.3923,3,NY,Capstone Information Technologies
2516,Maple Glen,Pennsylvania,Philadelphia,5826266,centennial-lending-group,Financial Services,40,2532,25166,147.0782,2,PA,Centennial Lending Group
2517,Washington,District of Columbia,"Washington, DC",15418682,atlas-research,Government Services,88,2533,24436,146.9972,2,DC,Atlas Research
2518,Alexandria,Virginia,"Washington, DC",6887780,old-town-it,Software,45,2534,21283,146.9912,4,VA,Old Town IT
2519,southfield,Michigan,Detroit,31437105,prizelogic,Advertising & Marketing,85,2535,21288,146.52,4,MI,prizelogic
2520,Las Vegas,Nevada,"Las Vegas-Paradise, NV",2129476,alderus-funding-and-investments,Financial Services,21,2536,37759,146.3249,1,NV,Alderus Funding and Investments
2521,New York,New York,New York City,7889998,digiday,Media,33,2537,24992,146.2651,2,NY,Digiday
2522,Lehi,Utah,"Provo-Orem, UT",4506967,you-need-a-budget,Financial Services,24,2538,25029,146.1984,2,UT,You Need A Budget
2523,encino,California,Los Angeles,5466759,interactive-education-concepts,Education,25,2539,21922,146.1529,3,CA,Interactive Education Concepts
2524,Amarillo,Texas,"Amarillo, TX",2018915,lyons-realty,Real Estate,6,2540,37760,145.9045,1,TX,Lyons Realty
2525,Lake Oswego,Oregon,"Portland, OR",2134018,g2-consultants,Environmental Services,7,2541,37761,145.8889,1,OR,G2 Consultants
2526,Atlanta,Georgia,Atlanta,7867601,arke-systems,Advertising & Marketing,41,2542,23658,145.7861,3,GA,Arke Systems
2527,Brooklyn Heights,Ohio,Cleveland,3154000,proforma-signature-solutions,Advertising & Marketing,5,2544,24002,145.6386,6,OH,Proforma Signature Solutions
2528,Raleigh,North Carolina,"Raleigh-Cary, NC",3019618,synergy-spa-aesthetics-wellness,Health,50,2545,37762,145.2988,1,NC,"Synergy Spa, Aesthetics & Wellness"
2529,Washington,District of Columbia,New York City,55683590,clutch-group,Business Products & Services,625,2546,26274,145.1805,2,DC,Clutch Group
2530,St. Petersburg,Florida,Tampa,8097842,focus-school-software,Education,85,2547,25897,145.138,2,FL,Focus School Software
2531,Glendale,California,Los Angeles,14806296,ronin-staffing,Human Resources,1205,2548,19788,144.9333,2,CA,Ronin Staffing
2532,Southfield,Michigan,Detroit,24848264,impact-management-services,Human Resources,763,2549,18662,144.8532,6,MI,Impact Management Services
2533,Boca Raton,Florida,Miami,2175253,singer-wealth-managment,Financial Services,5,2550,37763,144.8305,1,FL,Singer Wealth Managment
2534,Houston,Texas,Houston,61353893,jelec-usa,Energy,68,2551,1321,144.787,6,TX,Jelec USA
2535,Elk Grove Village,Illinois,Chicago,4298969,beeline-construction,Construction,20,2552,5967,144.7374,5,IL,Beeline Construction
2536,WASHINGTON,District of Columbia,"Washington, DC",13857219,prime-source-technologies,Government Services,57,2553,37764,144.7027,1,DC,Prime Source Technologies
2537,Delray Beach,Florida,Miami,8209232,lumitec,Engineering,37,2554,21254,144.6107,4,FL,Lumitec
2538,Pensacola,Florida,"Pensacola-Ferry Pass-Brent, FL",2088301,footbridge-media,Advertising & Marketing,34,2555,37765,144.4779,1,FL,Footbridge Media
2539,Chicago,Illinois,Chicago,3096703,mavrek-development,Real Estate,5,2556,37766,144.1896,1,IL,Mavrek Development
2540,West Hartford,Connecticut,"Hartford-West Hartford-East Hartford, CT",2330338,northstar-wealth-partners,Financial Services,55,2557,37767,144.0824,1,CT,Northstar Wealth Partners
2541,Wichita,Kansas,"Wichita, KS",13209437,occidental-management,Real Estate,16,2558,20209,144.0594,4,KS,Occidental Management
2542,Frisco,Texas,Dallas,4744500,national-association-of-expert-advisors,Real Estate,23,2559,21719,144.0529,4,TX,National Association of Expert Advisors
2543,San Diego,California,San Diego,2725000,rifftraxcom,Media,11,2560,37768,143.957,1,CA,RiffTrax.com
2544,Rochester Hills,Michigan,Detroit,31488984,aleva-stores,Retail,45,2561,20053,143.6153,5,MI,Aleva Stores
2545,New York,New York,New York City,6396146,inrhythm,IT Services,34,2562,23551,143.505,3,NY,InRhythm
2546,Atlanta,Georgia,Atlanta,423193412,birch-communications,Telecommunications,1262,2563,2118,143.4857,6,GA,Birch Communications
2547,Orlando,Florida,"Orlando, FL",7453886,rich-dealers,Advertising & Marketing,42,2564,21398,143.4637,4,FL,Rich Dealers
2548,Bozeman,Montana,"Bozeman, MT",3197782,foundant-technologies,Software,31,2565,25583,143.4638,2,MT,Foundant Technologies
2549,Fort Collins,Colorado,"Fort Collins-Loveland, CO",32977913,employment-solutions-personnel-servicese,Human Resources,5000,2566,2381,143.4543,5,CO,Employment Solutions Personnel Servicese
2550,Hickory,North Carolina,"Hickory-Lenoir-Morganton, NC",808201554,transportation-insight,Logistics & Transportation,250,2567,1429,143.4221,8,NC,Transportation Insight
2551,Deerfield Beach,Florida,Miami,11863611,butterfly-effects,Health,456,2568,19546,143.407,5,FL,Butterfly Effects
2552,St. Paul,Minnesota,Minneapolis,4461122,reeher,Education,31,2569,37769,143.2938,1,MN,Reeher
2553,Raleigh,North Carolina,"Raleigh-Cary, NC",59386324,bulk-tv-internet,Business Products & Services,137,2570,424,143.2798,4,NC,Bulk TV & Internet
2554,Houston,Texas,Houston,4287170,three-brothers-bakery,Food & Beverage,75,2571,37770,143.2496,1,TX,Three Brothers Bakery
2555,Wilmington,North Carolina,"Wilmington, NC",13549703,filmwerks-international,Media,60,2572,1440,143.2417,2,NC,Filmwerks International
2556,Houston,Texas,Houston,6002312,abip-cpas-advisors,Financial Services,48,2573,23964,143.242,3,TX,ABIP CPAs & Advisors
2557,Boulder,Colorado,"Boulder, CO",5171000,quick-left,Software,40,2574,23048,143.2267,3,CO,Quick Left
2558,New York,New York,New York City,90208341,underscore-marketing,Advertising & Marketing,52,2575,1555,143.2077,5,NY,Underscore Marketing
2559,Sugar Land,Texas,Houston,36242151,labanswer,Business Products & Services,200,2576,37771,143.1963,1,TX,LabAnswer
2560,Burlingame,California,San Francisco,2615575,research-specialists,Insurance,17,2577,37772,143.1905,1,CA,Research Specialists
2561,Dripping Springs,Texas,Austin,16291780,pioneer-bank,Financial Services,63,2578,19604,143.0887,3,TX,Pioneer Bank
2562,CINCINNATI,Ohio,Cincinnati,20596000,bsi-engineering,Engineering,110,2579,19681,143.0493,5,OH,BSI Engineering
2563,Palm Desert,California,"Riverside-San Bernardino-Ontario, CA",9087367,cord-media-company,Advertising & Marketing,40,2580,26384,142.9953,2,CA,Cord Media Company
2564,Northville,Michigan,Detroit,47315268,reliable-software-resources,IT Services,618,2581,17995,142.9632,5,MI,Reliable Software Resources
2565,Charlotte,North Carolina,Charlotte,56585107,infinisource,Human Resources,404,2582,22563,142.9423,4,NC,Infinisource
2566,McLean,Virginia,"Washington, DC",2196382,critical-impact,Software,8,2583,37773,142.9153,1,VA,Critical Impact
2567,San Antonio,Texas,"San Antonio, TX",45185249,carenet-healthcare-services,Health,881,2584,486,142.8176,7,TX,Carenet Healthcare Services
2568,North Hollywood,California,Los Angeles,38506791,bento-box-entertainment,Media,168,2585,37774,142.8229,1,CA,Bento Box Entertainment
2569,Bellevue,Washington,Seattle,10826000,annik,Software,750,2586,37775,142.8095,1,WA,Annik
2570,Charleston,South Carolina,"Charleston-North Charleston, SC",6928165,te21,Education,50,2587,23887,142.7708,3,SC,TE21
2571,Chicago,Illinois,Chicago,6306675,incontext-solutions,Business Products & Services,75,2588,37776,142.7458,1,IL,InContext Solutions
2572,Washington,District of Columbia,"Washington, DC",19061026,hwc,Government Services,70,2589,17745,142.7224,3,DC,HWC
2573,Morton Grove,Illinois,Chicago,10187043,thmotorsports,Consumer Products & Services,29,2590,23628,142.664,3,IL,Thmotorsports
2574,Seattle,Washington,Seattle,6736973,wow-technologies,IT Services,70,2591,26603,142.5813,2,WA,Wow Technologies
2575,Plainsboro,New Jersey,New York City,7338272,lorven-technologies,IT Services,24,2592,25678,142.568,2,NJ,Lorven Technologies
2576,Wayne,Pennsylvania,Philadelphia,7607027,pathfinders,Human Resources,28,2593,3631,142.5501,5,PA,Pathfinders
2577,Brooklyn,New York,New York City,2710796,telebroad,Telecommunications,24,2594,37777,142.5024,1,NY,Telebroad
2578,Sugar Land,Texas,Houston,16512368,made-ya-smile-dental,Health,140,2595,21925,142.4094,4,TX,Made Ya Smile Dental
2579,Salt Lake City,Utah,Salt Lake City,45916039,inmoment,Software,310,2596,1050,142.3888,8,UT,InMoment
2580,Chicago,Illinois,Chicago,4609758,grand-trunk,Consumer Products & Services,12,2597,37778,142.3714,1,IL,Grand Trunk
2581,Seabrook,Texas,Houston,4804070,alert-tech,Retail,25,2598,37779,142.3631,1,TX,Alert Tech
2582,Nashville,Tennessee,"Nashville-Davidson--Murfreesboro--Franklin, TN",6001500,inquicker,Health,33,2599,25262,142.3313,2,TN,InQuicker
2583,Stillwater,Oklahoma,"Stillwater, OK",30249304,interworks,IT Services,130,2600,932,142.2664,8,OK,InterWorks
2584,New York,New York,New York City,35505165,dimassimo-goldstein,Advertising & Marketing,48,2601,26474,142.1771,2,NY,DiMassimo Goldstein
2585,Houston,Texas,Houston,5776063,shr,Travel & Hospitality,38,2602,22331,142.1829,4,TX,SHR
2586,Pottstown,Pennsylvania,Philadelphia,86146972,peopleshare,Human Resources,11000,2603,423,142.1484,7,PA,PeopleShare
2587,Westerville,Ohio,"Columbus, OH",8070284,revolution-group,IT Services,70,2604,24159,142.0147,3,OH,Revolution Group
2588,Phoenix,Arizona,Phoenix,800019993,avella-specialty-pharmacy,Health,373,2605,2701,141.9763,9,AZ,Avella Specialty Pharmacy
2589,Salt Lake City,Utah,Salt Lake City,141725000,packsize-international,Manufacturing,246,2606,891,141.8804,6,UT,Packsize International
2590,Victorville,California,"Riverside-San Bernardino-Ontario, CA",2026132,top-notch-networking,IT Services,21,2607,37780,141.768,1,CA,Top Notch Networking
2591,Sun Valley,California,Los Angeles,8323119,sundial-powder-coatings,Manufacturing,99,2608,37781,141.4785,1,CA,Sundial Powder Coatings
2592,Ashburn,Virginia,"Washington, DC",3856657,modern-mechanical,Construction,29,2609,25097,141.3221,2,VA,Modern Mechanical
2593,Arlington Heights,Illinois,Chicago,19233728,aurico,Human Resources,215,2610,20853,141.2407,5,IL,Aurico
2594,Fort Myers,Florida,"Cape Coral-Fort Myers, FL",8145525,first-family-insurance,Insurance,90,2611,24940,141.2241,2,FL,First Family Insurance
2595,Boston,Massachusetts,Boston,7545460,dashed,Food & Beverage,122,2612,22973,141.1564,3,MA,Dashed
2596,Blue Bell,Pennsylvania,Philadelphia,8118000,halfpenny-technologies,Health,61,2613,37782,140.9617,1,PA,Halfpenny Technologies
2597,Cornelius,North Carolina,Charlotte,7061559,park-avenue-properties,Real Estate,39,2614,25503,140.9114,2,NC,Park Avenue Properties
2598,Chicago,Illinois,Chicago,62587000,clarity-solution-group,IT Services,246,2615,1999,140.8953,7,IL,Clarity Solution Group
2599,Tampa,Florida,Tampa,8025255,laser-locators,Business Products & Services,11,2616,37783,140.9,1,FL,Laser Locators
2600,Hollywood,California,Los Angeles,2631100,wolfcom-enterprises,Government Services,9,2617,37784,140.6997,1,CA,Wolfcom Enterprises
2601,Washington,District of Columbia,"Washington, DC",4421807,corner-alliance,Government Services,21,2618,21938,140.6716,4,DC,Corner Alliance
2602,Santa Clara,California,San Jose,8660385,infoobjects,IT Services,45,2619,19657,140.5786,5,CA,InfoObjects
2603,Raleigh,North Carolina,"Raleigh-Cary, NC",3615589,lonerider-brewing-company,Food & Beverage,30,2620,25137,140.453,2,NC,Lonerider Brewing Company
2604,Vienna,Virginia,"Washington, DC",3662164,full-visibility,Government Services,32,2621,25235,140.4071,2,VA,Full Visibility
2605,Cordova,Tennessee,"Memphis, TN-MS-AR",57425122,memphis-invest,Real Estate,29,2622,21693,140.3718,4,TN,Memphis Invest
2606,Fairfax,Virginia,"Washington, DC",49064929,sevatec,Government Services,269,2623,922,140.291,6,VA,Sevatec
2607,Franklin,Tennessee,"Nashville-Davidson--Murfreesboro--Franklin, TN",6266577,rustici-software,Software,43,2624,24021,140.2812,3,TN,Rustici Software
2608,Atlanta,Georgia,Atlanta,5287310,sability,Human Resources,49,2625,25173,140.1991,2,GA,Sability
2609,Tempe,Arizona,Phoenix,14825144,procopy-office-solutions,Business Products & Services,51,2626,23948,140.1425,3,AZ,ProCopy Office Solutions
2610,San Diego,California,San Diego,55462218,underground-elephant,Advertising & Marketing,71,2627,23335,140.0176,3,CA,Underground Elephant
2611,Richmond,Virginia,"Richmond, VA",3845761,the-frontier-project,Business Products & Services,32,2628,25202,140.0176,2,VA,The Frontier Project
2612,Minnetonka,Minnesota,Minneapolis,52378254,horizontal-integration,IT Services,451,2629,811,139.9579,7,MN,Horizontal Integration
2613,White Plains,New York,New York City,3824057,paragon-uniform-apparel,Retail,9,2630,25304,139.9175,2,NY,Paragon Uniform & Apparel
2614,Danvers,Massachusetts,Boston,7551916,archimedia-solutions-group,Business Products & Services,25,2631,37785,139.9039,1,MA,Archimedia Solutions Group
2615,New York,New York,New York City,49482033,c2c-outdoor,Advertising & Marketing,12,2632,21887,139.8563,5,NY,C2C Outdoor
2616,Phoenix,Arizona,Phoenix,3345403,desert-care-landscape-resources,Environmental Services,72,2633,23307,139.7874,3,AZ,Desert Care Landscape Resources
2617,Reno,Nevada,"Reno-Sparks, NV",4094283,no-ip,IT Services,19,2634,25563,139.7329,2,NV,No-IP
2618,Washington,District of Columbia,"Washington, DC",11244150,delucchi-plus,Advertising & Marketing,47,2635,37786,139.722,1,DC,Delucchi Plus
2619,Overland Park,Kansas,"Kansas City, MO-KS",3793616,propio-language-services,Business Products & Services,16,2636,24109,139.6978,3,KS,Propio Language Services
2620,Annapolis,Maryland,Baltimore,6885480,mavenspire,IT Services,20,2637,24984,139.6322,2,MD,Mavenspire
2621,Newton,Massachusetts,Boston,4952786,nef,Telecommunications,18,2638,37787,139.6012,1,MA,NEF
2622,Carrollton,Texas,Dallas,8352721,viva-railings,Construction,33,2639,21180,139.5482,4,TX,Viva Railings
2623,Alexandria,Virginia,"Washington, DC",8464037,tidal-basin-government-consulting,Government Services,36,2640,26227,139.542,2,VA,Tidal Basin Government Consulting
2624,Irvine,California,Los Angeles,26931571,vision33,Software,79,2641,20076,139.3917,5,CA,Vision33
2625,Sanford,Florida,"Orlando, FL",14093125,auritas,IT Services,120,2642,37788,139.3779,1,FL,Auritas
2626,Sarasota,Florida,"Sarasota-Bradenton-Venice, FL",43511987,star2star-communications,Telecommunications,252,2643,19352,139.2862,5,FL,Star2Star Communications
2627,Tulsa,Oklahoma,"Tulsa, OK",244083581,latshaw-drilling-exploration-co,Energy,1300,2644,116,139.2275,8,OK,Latshaw Drilling & Exploration Co.
2628,Merion Station,Pennsylvania,Philadelphia,3687455,fun-and-function,Retail,35,2645,23956,139.2213,3,PA,Fun and Function
2629,Atlanta,Georgia,Atlanta,26954669,midtown-consulting-group,Business Products & Services,173,2646,23326,139.2027,3,GA,Midtown Consulting Group
2630,Starkville,Mississippi,"West Point, MS",18075409,dpm-fragrance,Manufacturing,145,2647,22125,139.0261,4,MS,DPM Fragrance
2631,North wales,Pennsylvania,Philadelphia,15140900,saturn-infotech,IT Services,170,2648,23476,139.0247,3,PA,Saturn Infotech
2632,New York,New York,New York City,4578823,imacuclean,Business Products & Services,250,2649,25258,138.8693,2,NY,Imacuclean
2633,Lakewood,Colorado,"Denver-Aurora, CO",30895559,zap-engineering-construction-services,Engineering,87,2650,3861,138.8382,8,CO,ZAP Engineering & Construction Services
2634,Hollywood,Florida,Miami,12567470,premium-seats-usa,Travel & Hospitality,16,2651,25407,138.8349,2,FL,Premium Seats USA
2635,South Jordan,Utah,Salt Lake City,3544081,national-institute-of-medical-aesthetics,Health,33,2652,37789,138.772,1,UT,National Institute of Medical Aesthetics
2636,Austin,Texas,Austin,71110255,buildasigncom,Consumer Products & Services,285,2653,17830,138.7554,6,TX,BuildASign.com
2637,San Antonio,Texas,"San Antonio, TX",5614770,blue-armor-security-services,Security,230,2654,22207,138.7405,4,TX,Blue Armor Security Services
2638,Louisville,Kentucky,"Louisville/Jefferson, KY-IN",2320000,integrity-hr,Human Resources,15,2655,37790,138.6831,1,KY,Integrity HR
2639,Santa Barbara,California,"Santa Barbara-Santa Maria-Goleta, CA",9734612,bigspeak-speakers-bureau,Business Products & Services,14,2656,37791,138.6183,1,CA,BigSpeak Speakers Bureau
2640,Ronkonkoma,New York,New York City,34801246,broadway-national,Business Products & Services,100,2657,37792,138.4478,1,NY,Broadway National
2641,New York,New York,New York City,2202302,animal-necessity,Health,4,2658,37793,138.3188,1,NY,Animal Necessity
2642,Chandler,Arizona,Phoenix,2973404,kimball-concepts,Consumer Products & Services,8,2659,201,138.2251,4,AZ,Kimball Concepts
2643,Chicago,Illinois,Chicago,2226267,bluebolt,Business Products & Services,20,2660,37794,138.2326,1,IL,BlueBolt
2644,Pueblo,Colorado,"Pueblo, CO",7078029,james-enterprise,Consumer Products & Services,16,2661,37795,138.1259,1,CO,James Enterprise
2645,Solon,Ohio,Cleveland,5704269,direct-recruiters,Human Resources,32,2662,23601,138.0716,3,OH,Direct Recruiters
2646,Roseville,Minnesota,Minneapolis,28897777,interdyn-bmi,IT Services,140,2663,24139,138.0547,3,MN,InterDyn BMI
2647,Roswell,Georgia,Atlanta,8397209,stone-resource,IT Services,82,2664,25557,137.9966,2,GA,STONE Resource
2648,Hillsboro,Oregon,"Portland, OR",40585085,eid-passport,Security,330,2665,19699,137.8983,5,OR,Eid Passport
2649,Burleson,Texas,Dallas,5673291,old-pro-roofing,Construction,21,2666,25910,137.8038,2,TX,Old Pro Roofing
2650,Kingwood,Texas,Houston,120294982,effex-management-solutions,Human Resources,4000,2667,26600,137.5573,2,TX,Effex Management Solutions
2651,Bethesda,Maryland,"Washington, DC",16046688,isn,Government Services,65,2668,21488,137.5487,6,MD,ISN
2652,Broomall,Pennsylvania,Philadelphia,6663889,partners-consulting,IT Services,56,2669,22248,137.5116,4,PA,Partner's Consulting
2653,Hamilton,New Jersey,"Trenton-Ewing, NJ",77541371,billtrust,Financial Services,268,2670,1301,137.1958,9,NJ,Billtrust
2654,Twinsburg,Ohio,"Akron, OH",3720000000,envisionrx,Health,1301,2671,22824,137.0937,3,OH,EnvisionRx
