,Unnamed: 0,city,state_l,metro,revenue,url,industry,workers,rank,id,yrs_on_list,growth,ifmid,ifiid,state_s,company
3705,3705,CINCINNATI,Ohio,Cincinnati,11124890,deanhouston,Advertising & Marketing,60,3703,22301,5,83.3926,47,5,OH,DEANHOUSTON
3741,3741,Lexington,South Carolina,"Columbia, SC",2020768,splash-omnimedia,Advertising & Marketing,25,3739,44305,1,82.1587,276,5,SC,Splash Omnimedia
3748,3748,Framingham,Massachusetts,Boston,7098410,commcreative,Advertising & Marketing,26,3746,3720,3,81.9351,6,5,MA,CommCreative
3761,3761,Washington,District of Columbia,"Washington, DC",19586431,levick,Advertising & Marketing,78,3759,3943,6,81.4684,3,5,DC,LEVICK
3762,3762,Orlando,Florida,"Orlando, FL",17120440,akt-enterprises,Advertising & Marketing,125,3760,17617,6,81.4567,68,5,FL,AKT Enterprises
3776,3776,Mandville,Louisiana,"New Orleans-Metairie, LA",2427282,imaginal-marketing-group,Advertising & Marketing,33,3774,38041,2,81.1349,1010,5,LA,Imaginal Marketing Group
3777,3777,Washington,New Jersey,"Allentown-Bethlehem-Easton, PA-NJ",2135606,graphic-d-signs,Advertising & Marketing,18,3775,44312,1,81.1343,93,5,NJ,Graphic D-Signs
3788,3788,Lynnwood,Washington,Seattle,4439033,richter102-media-group,Advertising & Marketing,40,3786,23493,4,80.6743,23,5,WA,Richter10.2 Media Group
3805,3805,New York,New York,New York City,41152045,dimassimo-goldstein,Advertising & Marketing,60,3803,26474,3,79.8755,9,5,NY,DiMassimo Goldstein
3834,3834,Fort Lauderdale,Florida,Miami,2058522,mrl-promotions,Advertising & Marketing,10,3832,44328,1,78.7655,1,5,FL,MRL Promotions
3851,3851,San Francisco,California,San Francisco,63741000,meltwater,Advertising & Marketing,387,3849,44334,1,78.0624,4,5,CA,Meltwater
3861,3861,Bothell,Washington,Seattle,2584968,adsupnow,Advertising & Marketing,11,3860,38053,2,77.6043,23,5,WA,AdsUpNow
3862,3862,Riverwoods,Illinois,Chicago,10715786,global-sourcing-connection,Advertising & Marketing,20,3861,44339,1,77.5964,17,5,IL,Global Sourcing Connection
3880,3880,Tallahassee,Florida,"Tallahassee, FL",8443720,moore-communications-group,Advertising & Marketing,42,3879,20676,4,76.8784,362,5,FL,Moore Communications Group
3881,3881,Avon,Ohio,Cleveland,3570000,kuno-creative,Advertising & Marketing,40,3880,44343,1,76.8202,79,5,OH,Kuno Creative
3898,3898,Lees Summit,Missouri,"Kansas City, MO-KS",2187044,turn-the-page-online-marketing,Advertising & Marketing,38,3897,24609,2,76.2399,21,5,MO,Turn The Page Online Marketing
3924,3924,Atlanta,Georgia,Atlanta,33379779,force-marketing,Advertising & Marketing,98,3923,1030,8,75.1918,29,5,GA,Force Marketing
3929,3929,Atlanta,Georgia,Atlanta,2945527,step-logic,Advertising & Marketing,9,3928,37804,2,75.0215,29,5,GA,Step Logic
3931,3931,Gaithersburg,Maryland,"Washington, DC",5200653,blue-corona,Advertising & Marketing,33,3930,21104,5,75.0198,3,5,MD,Blue Corona
3958,3958,Oklahoma City,Oklahoma,"Oklahoma City, OK",7091085,saxum,Advertising & Marketing,38,3957,20480,6,74.2029,38,5,OK,Saxum
3962,3962,Plantation,Florida,Miami,6347527,omg-national,Advertising & Marketing,80,3961,18500,4,74.0067,1,5,FL,OMG National
3970,3970,St. Cloud,Minnesota,"St. Cloud, MN",49344700,epromos-promotional-products,Advertising & Marketing,138,3969,2038,7,73.7668,332,5,MN,ePromos Promotional Products
3996,3996,Fairfield,New Jersey,New York City,15585875,pearl-media,Advertising & Marketing,24,3995,21116,3,72.9401,9,5,NJ,Pearl Media
4003,4003,San Francisco,California,San Francisco,16221086,launchsquad,Advertising & Marketing,108,4002,1186,9,72.7996,4,5,CA,LaunchSquad
4008,4008,Los Angeles,California,Los Angeles,10419830,dial800,Advertising & Marketing,43,4007,20419,6,72.6567,2,5,CA,Dial800
4012,4012,San Francisco,California,San Francisco,29321751,dwa-media,Advertising & Marketing,39,4011,25312,3,72.5915,4,5,CA,DWA Media
4018,4018,Seattle,Washington,Seattle,5443671,point-it,Advertising & Marketing,37,4017,22291,5,72.3397,23,5,WA,Point It!
4035,4035,Vernon Hills,Illinois,Chicago,42222989,overture-promotions,Advertising & Marketing,135,4034,26031,3,71.7328,17,5,IL,Overture Promotions
4048,4048,Atlanta,Georgia,Atlanta,8370178,arke,Advertising & Marketing,55,4047,23658,4,71.3533,29,5,GA,Arke
4049,4049,Louisville,Kentucky,"Louisville/Jefferson County, KY-IN",9503011,priceweber-marketing-communications,Advertising & Marketing,71,4048,38298,2,71.2723,630,5,KY,PriceWeber Marketing Communications
4050,4050,Red Bank,New Jersey,New York City,19058531,v12-group,Advertising & Marketing,93,4049,17938,7,71.2189,9,5,NJ,V12 Group
4054,4054,San Francisco,California,San Francisco,11216000,eastwick,Advertising & Marketing,55,4053,38219,2,71.0017,4,5,CA,Eastwick
4062,4062,Houston,Texas,Houston,23528659,topspot-internet-marketing,Advertising & Marketing,91,4061,1163,7,70.793,22,5,TX,TopSpot Internet Marketing
4072,4072,Atlanta,Georgia,Atlanta,16604439,scout,Advertising & Marketing,113,4071,37918,2,70.3291,29,5,GA,SCOUT
4081,4081,Minneapolis,Minnesota,Minneapolis,35274000,knock,Advertising & Marketing,61,4080,20039,6,70.0444,13,5,MN,KNOCK
4108,4108,Rochester,New York,"Rochester, NY",14705660,butlertill-media-communications,Advertising & Marketing,101,4107,18250,6,69.2157,71,5,NY,Butler/Till Media & Communications
4129,4129,Eden Prairie,Minnesota,Minneapolis,2568637,h2o-media,Advertising & Marketing,13,4128,44393,1,68.097,13,5,MN,H2O Media
4138,4138,Chicago,Illinois,Chicago,20231000,opinionlab,Advertising & Marketing,140,4137,24273,4,67.8225,17,5,IL,OpinionLab
4156,4156,Flower Mound,Texas,Dallas,460519135,ivie-associates,Advertising & Marketing,622,4154,9156,4,67.0849,8,5,TX,Ivie & Associates
4199,4199,Green Bay,Wisconsin,"Green Bay, WI",3867423,cineviz,Advertising & Marketing,24,4197,44408,1,65.2289,282,5,WI,Cineviz
4217,4217,Dallas,Texas,Dallas,3683906,vertical-nerve,Advertising & Marketing,35,4215,44411,1,64.6566,8,5,TX,Vertical Nerve
4241,4241,Carlsbad,California,San Diego,25840159,san-diego-sign-company,Advertising & Marketing,137,4239,21928,5,63.9817,11,5,CA,San Diego Sign Company
4244,4244,Byfield,Massachusetts,Boston,2075000,inmotion-brand-strategies-powered-by-proforma,Advertising & Marketing,26,4242,44416,1,63.9021,6,5,MA,"inMotion Brand Strategies, Powered by Proforma"
4255,4255,Cleveland,Ohio,Cleveland,4563618,thunder-tech,Advertising & Marketing,42,4253,24092,4,63.6243,79,5,OH,Thunder Tech
4269,4269,Austin,Texas,Austin,48109436,builder-homesite,Advertising & Marketing,152,4267,6012,7,63.2811,18,5,TX,Builder Homesite
4283,4283,Seattle,Washington,Seattle,2027026,killer-infographics,Advertising & Marketing,24,4281,44425,1,62.9413,23,5,WA,Killer Infographics
4296,4296,New York,New York,New York City,24417600,prosek-partners,Advertising & Marketing,102,4294,2717,8,62.5705,9,5,NY,Prosek Partners
4315,4315,Sandy Hook,Connecticut,"Bridgeport-Stamford-Norwalk, CT",8662000,mediassociates,Advertising & Marketing,40,4313,25069,3,62.0277,58,5,CT,Mediassociates
4324,4324,Boston,Massachusetts,Boston,13106000,pan-communications,Advertising & Marketing,95,4322,11840,2,61.5631,6,5,MA,PAN Communications
4327,4327,Charlottesville,Virginia,"Charlottesville, VA",2800489,marketing-mojo,Advertising & Marketing,17,4325,21633,2,61.4785,106,5,VA,Marketing Mojo
4342,4342,Miami,Florida,Miami,11866673,max-borges-agency,Advertising & Marketing,65,4340,1696,8,60.88,1,5,FL,Max Borges Agency
4356,4356,Baltimore,Maryland,Baltimore,2613892,adsnext,Advertising & Marketing,18,4354,44437,1,60.2699,35,5,MD,AdsNext
4359,4359,Nashville,Tennessee,Nashville,3033607,industrial-strength-marketing,Advertising & Marketing,16,4357,38155,2,60.2017,82,5,TN,Industrial Strength Marketing
4384,4384,Malvern,Pennsylvania,Philadelphia,42440324,stream-companies,Advertising & Marketing,135,4382,1158,10,59.6847,49,5,PA,Stream Companies
4386,4386,Farmington,Utah,"Ogden-Clearfield, UT",20108000,thomasarts,Advertising & Marketing,131,4384,18413,7,59.5367,204,5,UT,ThomasARTS
4403,4403,Greensboro,North Carolina,"Greensboro-High Point, NC",8572000,web-decisions,Advertising & Marketing,57,4401,21700,5,59.0556,287,5,NC,Web Decisions
4419,4419,Reno,Nevada,"Reno, NV",4598158,noble-studios,Advertising & Marketing,47,4417,23771,4,58.6019,1013,5,NV,Noble Studios
4421,4421,Charlotte,North Carolina,Charlotte,8617296,red-moon-marketing,Advertising & Marketing,28,4419,3043,6,58.5806,43,5,NC,Red Moon Marketing
4424,4424,Bristol,Pennsylvania,Philadelphia,4767747,1seocom-digital-agency,Advertising & Marketing,40,4422,25792,3,58.4778,49,5,PA,1SEO.com Digital Agency
4431,4431,Chicago,Illinois,Chicago,74344486,vsa-partners,Advertising & Marketing,282,4429,25971,3,58.3812,17,5,IL,VSA Partners
4451,4451,New York,New York,New York City,16723100,sullivan,Advertising & Marketing,71,4449,4540,7,57.7344,9,5,NY,Sullivan
4452,4452,Tucker,Georgia,Atlanta,20688460,exhibitus,Advertising & Marketing,82,4450,44458,1,57.6518,29,5,GA,Exhibitus
4468,4468,Columbia,Missouri,"Jefferson City, MO",20854778,division-d,Advertising & Marketing,43,4466,21850,4,57.3066,236,5,MO,Division-D
4476,4476,Atlanta,Georgia,Atlanta,4273235,brightwave,Advertising & Marketing,38,4474,21702,5,57.0942,29,5,GA,BrightWave
4482,4482,Pittsburgh,Pennsylvania,"Pittsburgh, PA",4806214,beyond-spots-dots,Advertising & Marketing,35,4480,21910,4,56.7836,52,5,PA,Beyond Spots & Dots
4484,4484,Le Claire,Iowa,"Davenport-Moline-Rock Island, IA-IL",3279192,mindfire-communications,Advertising & Marketing,16,4482,24124,4,56.7363,37,5,IA,MindFire Communications
4488,4488,Pleasantville,New York,New York City,4645690,primary-wave-media,Advertising & Marketing,25,4486,24027,3,56.4851,9,5,NY,Primary Wave Media
4523,4523,Reston,Virginia,"Washington, DC",25991794,resonate,Advertising & Marketing,81,4521,21146,5,55.4379,3,5,VA,Resonate
4535,4535,King of Prussia,Pennsylvania,Philadelphia,23386026,remindermedia,Advertising & Marketing,145,4533,44473,1,55.2015,49,5,PA,ReminderMedia
4540,4540,Louisville,Kentucky,"Louisville/Jefferson County, KY-IN",13277397,doe-anderson,Advertising & Marketing,98,4538,44474,1,55.0095,630,5,KY,Doe-Anderson
4560,4560,Scottsdale,Arizona,Phoenix,28157890,real-world-marketing,Advertising & Marketing,28,4558,37883,2,54.3911,46,5,AZ,Real World Marketing
4579,4579,Austin,Texas,Austin,10114191,somnio,Advertising & Marketing,65,4577,21905,3,53.7506,18,5,TX,Somnio
4587,4587,Hollywood,Florida,Miami,2891334,fish-consulting,Advertising & Marketing,17,4585,25211,3,53.4832,1,5,FL,Fish Consulting
4592,4592,Milwaukee,Wisconsin,"Milwaukee-Waukesha-West Allis, WI",6621863,ascedia,Advertising & Marketing,57,4590,38297,2,53.4398,27,5,WI,Ascedia
4596,4596,San Francisco,California,San Francisco,95010477,w2o-group,Advertising & Marketing,427,4594,1511,8,53.2301,4,5,CA,W2O Group
4600,4600,Dallas,Texas,Dallas,5832000,meyer-dunlap,Advertising & Marketing,13,4598,44486,1,53.0307,8,5,TX,Meyer Dunlap
4602,4602,Carrollton,Texas,Dallas,32019788,the-trade-group,Advertising & Marketing,121,4600,25646,3,52.9958,8,5,TX,The Trade Group
4605,4605,Pensacola,Florida,"Pensacola-Ferry Pass-Brent, FL",2158846,footbridge-media,Advertising & Marketing,1,4603,37765,2,52.8922,130,5,FL,Footbridge Media
4610,4610,Indianapolis,Indiana,"Indianapolis, IN",6655186,trendyminds,Advertising & Marketing,47,4608,23065,4,52.693000000000005,81,5,IN,TrendyMinds
4619,4619,Blue Bell,Pennsylvania,Philadelphia,7054916,gen3-marketing,Advertising & Marketing,34,4617,24868,3,52.5039,49,5,PA,Gen3 Marketing
4639,4639,Cornelius,North Carolina,Charlotte,3268327,artisan-signs-and-graphics,Advertising & Marketing,28,4637,38075,2,51.8708,43,5,NC,Artisan Signs and Graphics
4648,4648,Raleigh,North Carolina,"Raleigh, NC",5191825,consultwebs,Advertising & Marketing,48,4646,44500,1,51.5569,1029,5,NC,Consultwebs
4704,4704,Memphis,Tennessee,"Memphis, TN-MS-AR",20590019,archer-malmo,Advertising & Marketing,180,4702,9495,5,49.8858,105,5,TN,Archer Malmo
4707,4707,Chicago,Illinois,Chicago,5915800,envisionit,Advertising & Marketing,46,4705,543,6,49.8411,17,5,IL,envisionit
4737,4737,Jupiter,Florida,"Port St. Lucie, FL",4462920,renaissance-interactive-media-group,Advertising & Marketing,45,4735,23266,2,48.8973,334,5,FL,Renaissance Interactive Media Group
4747,4747,Indianapolis,Indiana,"Indianapolis, IN",12601197,omnisource-marketing-group,Advertising & Marketing,39,4745,44519,1,48.5688,81,5,IN,OmniSource Marketing Group
4763,4763,Santa Clara,California,San Jose,23054612,milestone-internet-marketing,Advertising & Marketing,113,4761,26177,3,48.108000000000004,20,5,CA,Milestone Internet Marketing
4780,4780,New Orleans,Louisiana,"New Orleans-Metairie, LA",6842311,search-influence,Advertising & Marketing,89,4778,19497,6,47.6834,1010,5,LA,Search Influence
4795,4795,Rochester,Minnesota,"Rochester, MN",2089153,corporate-web-services,Advertising & Marketing,23,4793,44531,1,47.202,176,5,MN,Corporate Web Services
4796,4796,Columbus,Ohio,"Columbus, OH",10026000,proforma-graphic-services,Advertising & Marketing,42,4794,22626,4,47.1814,19,5,OH,Proforma Graphic Services
4832,4832,Richmond,Virginia,"Richmond, VA",2746766,netsearch-direct,Advertising & Marketing,21,4830,25919,3,45.9782,40,5,VA,NetSearch Direct
4844,4844,Cumming,Georgia,Atlanta,25889809,client-command,Advertising & Marketing,113,4842,24434,6,45.6733,29,5,GA,Client Command
4870,4870,Raleigh,North Carolina,"Raleigh, NC",8483158,trimark-digital,Advertising & Marketing,38,4868,19467,6,44.9423,1029,5,NC,TriMark Digital
4878,4878,Chicago,Illinois,Chicago,9825439,exact-data,Advertising & Marketing,96,4876,20265,5,44.6541,17,5,IL,Exact Data
4885,4885,Cumming,Georgia,Atlanta,7897928,client-command,Advertising & Marketing,28,4883,24434,6,44.5469,29,5,GA,Client Command
4893,4893,Reston,Virginia,"Washington, DC",31482000,intermarkets,Advertising & Marketing,41,4891,1265,7,44.188,3,5,VA,Intermarkets
4895,4895,Tarpon springs,Florida,Tampa,6595238,imagemediacom,Advertising & Marketing,35,4893,3521,5,44.1395,7,5,FL,imageMEDIA.com
4902,4902,Winder,Georgia,Atlanta,11271099,inkhead,Advertising & Marketing,25,4900,3798,7,43.8412,29,5,GA,InkHead
4916,4916,Jackson,Mississippi,"Jackson, MS",20436196,the-ramey-agency,Advertising & Marketing,39,4914,44559,1,43.4171,96,5,MS,The Ramey Agency
4971,4971,Mary Esther,Florida,"Pensacola-Ferry Pass-Brent, FL",87922375,advanced-enterprises-of-nw-fl,Advertising & Marketing,625,4969,21328,5,41.1365,130,5,FL,Advanced Enterprises of NW FL
4989,4989,Annandale,New Jersey,New York City,5309000,blue-ocean-pharma,Advertising & Marketing,26,4987,44573,1,40.4126,9,5,NJ,Blue Ocean Pharma
4993,4993,Austin,Texas,Austin,14071111,digital-marketer,Advertising & Marketing,135,4991,44576,1,40.2551,18,5,TX,Digital Marketer
4998,4998,Farmington Hills,Michigan,Detroit,15233132,duffey-petrosky,Advertising & Marketing,105,4996,4114,8,40.0476,50,5,MI,Duffey Petrosky
