,Unnamed: 0,city,state_l,metro,revenue,url,industry,workers,rank,id,yrs_on_list,growth,ifmid,ifiid,state_s,company
4211,4211,Los Angeles,California,Los Angeles,9348056,tvgla,Advertising & Marketing,59,4232,17428,2,67.0026,2,5,CA,TVGla
4221,4221,Columbia,Missouri,"Jefferson City, MO",14978705,division-d,Advertising & Marketing,33,4242,21850,2,66.6796,236,5,MO,Division-D
4230,4230,Chicago,Illinois,Chicago,14075000,opinionlab,Advertising & Marketing,88,4251,24273,2,66.2906,17,5,IL,OpinionLab
4245,4245,Providence,Rhode Island,"Providence-New Bedford-Fall River, RI-MA",9695342,addventures,Advertising & Marketing,42,4266,3802,10,65.7443,55,5,RI,(add)ventures
4272,4272,Alexandria,Virginia,"Washington, DC",3433361,csg-creative,Advertising & Marketing,15,4293,20816,2,64.914,3,5,VA,CSG Creative
4282,4282,Tempe,Arizona,Phoenix,12232346,bluemedia,Advertising & Marketing,85,4304,5645,6,64.6672,46,5,AZ,bluemedia
4306,4306,Alpharetta,Georgia,Atlanta,71729347,media-brokers-international,Advertising & Marketing,65,4329,3226,5,63.7962,29,5,GA,Media Brokers International
4310,4310,Mansfield,Ohio,"Mansfield, OH",6972170,commercial-cutting-graphics,Advertising & Marketing,42,4333,25294,1,63.5932,420,5,OH,Commercial Cutting & Graphics
4317,4317,Atlanta,Georgia,Atlanta,5974881,352,Advertising & Marketing,61,4340,2614,8,63.3469,29,5,GA,352
4320,4320,Carrollton,Texas,Dallas,19894254,the-trade-group,Advertising & Marketing,97,4343,25646,1,63.3411,8,5,TX,The Trade Group
4324,4324,Burlington,Massachusetts,Boston,4860000,exclusive-concepts,Advertising & Marketing,30,4347,849,6,63.2516,6,5,MA,Exclusive Concepts
4348,4348,Grand Prairie,Texas,Dallas,9667000,skyline-exhibits-events-dallasfort-worth-tx,Advertising & Marketing,35,4372,18633,5,62.4433,8,5,TX,"Skyline Exhibits & Events (Dallas/Fort Worth, TX)"
4352,4352,Portland,Oregon,"Portland, OR",4170761,quango,Advertising & Marketing,18,4376,24543,2,62.4213,10,5,OR,Quango
4357,4357,Oakland,California,San Francisco,5869000,alpi-international,Advertising & Marketing,33,4381,22456,3,62.2167,4,5,CA,Alpi International
4376,4376,Fairfield,New Jersey,New York City,332986402,tristar-products,Advertising & Marketing,140,4400,3426,4,61.3007,9,5,NJ,Tristar Products
4377,4377,San Diego,California,San Diego,4525467,titan-seo,Advertising & Marketing,20,4401,22111,5,61.3048,11,5,CA,Titan SEO
4379,4379,Hauppauge,New York,New York City,2906248,active-web-group,Advertising & Marketing,50,4403,24910,1,61.2722,9,5,NY,Active Web Group
4390,4390,Carol Stream,Illinois,Chicago,70792000,diamond-marketing-solutions,Advertising & Marketing,500,4414,25164,1,61.0959,17,5,IL,Diamond Marketing Solutions
4404,4404,Orinda,California,San Francisco,12849015,insight-resource-group,Advertising & Marketing,20,4428,17312,5,60.5821,4,5,CA,Insight Resource Group
4407,4407,Tampa,Florida,Tampa,7888240,bayshore-solutions,Advertising & Marketing,64,4431,2208,6,60.4649,7,5,FL,Bayshore Solutions
4422,4422,Salt Lake City,Utah,Salt Lake City,17376161,the-summit-group,Advertising & Marketing,84,4446,26412,1,59.73,12,5,UT,The Summit Group
4423,4423,Denver,Colorado,Denver,4741642,cohn-marketing,Advertising & Marketing,31,4447,1270,4,59.723,30,5,CO,Cohn Marketing
4444,4444,Columbus,Ohio,"Columbus, OH",4940488,skyline-exhibits-of-central-ohio,Advertising & Marketing,21,4468,24242,2,58.9269,19,5,OH,Skyline Exhibits of Central Ohio
4490,4490,Houston,Texas,Houston,26029948,2020-exhibits,Advertising & Marketing,150,4515,2862,4,57.2029,22,5,TX,2020 Exhibits
4509,4509,Syracuse,New York,"Syracuse, NY",15705856,pinckney-hugo-group,Advertising & Marketing,48,4534,1839,7,56.8713,77,5,NY,Pinckney Hugo Group
4510,4510,Henrietta,New York,"Rochester, NY",7888039,clickspark,Advertising & Marketing,138,4535,25635,1,56.8471,71,5,NY,ClickSpark
4518,4518,Springfield,New Jersey,New York City,2121580,pride-products-distributors,Advertising & Marketing,15,4544,10932,2,56.4295,9,5,NJ,Pride Products Distributors
4519,4519,San Diego,California,San Diego,2448972,220-marketing,Advertising & Marketing,34,4545,25625,1,56.3918,11,5,CA,220 Marketing
4537,4537,New York,New York,New York City,10264536,taylor-creative,Advertising & Marketing,50,4563,24059,2,55.8982,9,5,NY,Taylor Creative
4538,4538,West Islip,New York,New York City,3722010,dionysus-consulting,Advertising & Marketing,22,4564,23501,2,55.9017,9,5,NY,Dionysus Consulting
4567,4567,Portland,Oregon,"Portland, OR",10791077,connective-dx,Advertising & Marketing,75,4593,1345,7,55.0654,10,5,OR,Connective DX
4584,4584,Las Vegas,Nevada,"Las Vegas-Paradise, NV",2089000,socialradius,Advertising & Marketing,13,4610,23696,2,54.6262,57,5,NV,SocialRadius
4589,4589,Elmhurst,Illinois,Chicago,9309462,foodmix-marketing-communications,Advertising & Marketing,35,4615,24362,2,54.4199,17,5,IL,Foodmix Marketing Communications
4618,4618,Bethesda,Maryland,"Washington, DC",9220708,itn-international,Advertising & Marketing,60,4644,22421,3,53.5033,3,5,MD,ITN International
4620,4620,Chicago,Illinois,Chicago,5690265,greentarget-global-group,Advertising & Marketing,32,4646,1266,4,53.4696,17,5,IL,Greentarget Global Group
4655,4655,Cedar Falls,Iowa,"Waterloo-Cedar Falls, IA",8347606,edgecore,Advertising & Marketing,20,4681,19596,3,52.349,169,5,IA,EdgeCore
4661,4661,Richmond,Virginia,"Richmond, VA",2117400,netsearch-direct,Advertising & Marketing,21,4687,25919,1,52.2433,40,5,VA,NetSearch Direct
4662,4662,Chicago,Illinois,Chicago,20824161,hy-connect,Advertising & Marketing,180,4688,25840,1,52.21,17,5,IL,HY Connect
4677,4677,San Mateo,California,San Francisco,4593693,clickmail-marketing,Advertising & Marketing,18,4704,773,5,51.746,4,5,CA,ClickMail Marketing
4686,4686,Springfield,Missouri,"Springfield, MO",13334016,marlin-network,Advertising & Marketing,133,4713,18903,5,51.3615,102,5,MO,Marlin Network
4691,4691,Escondido,California,San Diego,4560379,dynamicard-plastic-postcards-analytics,Advertising & Marketing,6,4718,24329,2,51.23,11,5,CA,DynamiCard Plastic Postcards & Analytics
4693,4693,Des Moines,Iowa,"Des Moines-West Des Moines, IA",4741954,spindustry-digital,Advertising & Marketing,34,4720,4832,4,51.1897,161,5,IA,Spindustry Digital
4694,4694,St. Paul,Minnesota,Minneapolis,6802714,three-deep-marketing,Advertising & Marketing,43,4721,17942,5,51.1623,13,5,MN,Three Deep Marketing
4702,4702,Rochester,New York,"Rochester, NY",8894590,butlertill-media-communications,Advertising & Marketing,75,4729,18250,4,50.951,71,5,NY,Butler/Till Media & Communications
4713,4713,Hillsboro,Oregon,"Portland, OR",27440609,pinnacle-exhibits,Advertising & Marketing,132,4740,24263,2,50.501000000000005,10,5,OR,Pinnacle Exhibits
4714,4714,Longwood,Florida,"Orlando, FL",15648450,match-up-promotions,Advertising & Marketing,30,4741,26034,1,50.4636,68,5,FL,Match-Up Promotions
4716,4716,New York,New York,New York City,9774517,sullivan,Advertising & Marketing,60,4744,4540,5,50.3944,9,5,NY,Sullivan
4721,4721,Pasadena,California,Los Angeles,2744597,artime-group,Advertising & Marketing,13,4749,8484,2,50.3134,2,5,CA,Artime Group
4755,4755,Plainfield,Illinois,Chicago,17174743,infutor-data-solutions,Advertising & Marketing,60,4783,23972,2,49.2038,17,5,IL,Infutor Data Solutions
4761,4761,Farmington,Utah,"Ogden-Clearfield, UT",17012433,thomasarts,Advertising & Marketing,150,4789,18413,5,48.9506,204,5,UT,ThomasARTS
4765,4765,Cerritos,California,Los Angeles,8686000,pma,Advertising & Marketing,21,4793,25638,1,48.8858,2,5,CA,PMA
4774,4774,St. Petersburg,Florida,Tampa,20068185,kobie-marketing,Advertising & Marketing,104,4802,18579,5,48.6163,7,5,FL,Kobie Marketing
4777,4777,Chicago,Illinois,Chicago,24770000,revolution,Advertising & Marketing,65,4805,18702,5,48.519,17,5,IL,rEvolution
4791,4791,Alpharetta,Georgia,Atlanta,10078321,the-pedowitz-group,Advertising & Marketing,61,4819,21305,3,48.1515,29,5,GA,The Pedowitz Group
4820,4820,Glenview,Illinois,Chicago,14182603,dimension-design,Advertising & Marketing,97,4848,22498,3,47.42,17,5,IL,Dimension Design
4829,4829,Memphis,Tennessee,"Memphis, TN-MS-AR",15109809,archer-malmo,Advertising & Marketing,130,4857,9495,3,47.0974,105,5,TN,Archer Malmo
4854,4854,Aliso Viejo,California,Los Angeles,16387178,nett-solutions,Advertising & Marketing,43,4882,17723,5,46.3381,2,5,CA,Nett Solutions
4864,4864,New York,New York,New York City,13099005,formula-pr,Advertising & Marketing,95,4892,20418,4,46.0274,9,5,NY,Formula PR
4875,4875,Bay Head,New Jersey,New York City,2481243,teknicks,Advertising & Marketing,13,4903,19326,4,45.6663,9,5,NJ,Teknicks
4876,4876,Cambridge,Massachusetts,Boston,4203687,oho-interactive,Advertising & Marketing,25,4904,22588,2,45.5976,6,5,MA,OHO Interactive
4890,4890,Boston,Massachusetts,Boston,15435221,genuine-interactive,Advertising & Marketing,100,4918,17808,3,44.8536,6,5,MA,Genuine Interactive
4901,4901,Tarpon springs,Florida,Tampa,4970824,imagemediacom,Advertising & Marketing,33,4929,3521,3,44.5922,7,5,FL,imageMEDIA.com
4942,4942,Virginia Beach,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",3338236,customer-magnetism,Advertising & Marketing,26,4970,20232,3,43.5005,15,5,VA,Customer Magnetism
4945,4945,Columbus,Ohio,"Columbus, OH",6792000,proforma-graphic-services,Advertising & Marketing,24,4973,22626,3,43.3516,19,5,OH,Proforma Graphic Services
4950,4950,Los Angeles,California,Los Angeles,11653053,becore,Advertising & Marketing,35,4978,22056,2,43.1348,2,5,CA,BeCore
4960,4960,Lincoln,Nebraska,"Lincoln, NE",2609000,proforma-print-and-promotional-images,Advertising & Marketing,5,4988,25228,1,42.8024,92,5,NE,Proforma Print and Promotional Images
4970,4970,Los Angeles,California,Los Angeles,11078000,sensis,Advertising & Marketing,35,4998,367,7,42.519,2,5,CA,Sensis
